Browser,Owner,Certificate Issuer Organization,Certificate Issuer Organizational Unit,Common Name or Certificate Name,SHA-1 Fingerprint,Valid From [GMT],Valid To [GMT],Signing Key Parameters,Signature Algorithm,Trust Bits,EV Policy OID(s),Approval Bug,NSS Release When First Included,Firefox Release When First Included,URL to Test Website or Example Cert,Mozilla Applied Constraints,Company Website,Certificate Policy (CP),Certification Practice Statement (CPS),Standard Audit,BR Audit,EV Audit,Auditor,Standard Audit Type,Standard Audit Statement Dt,Comments,Country
Internet Explorer,"Government of Spain, Autoritat de Certificaci¢ de la Comunitat Valenciana (ACCV)",,,,,,2030 Dec 31,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,"Government of Spain, Direcci¢n General de la Polic¡a ?  Ministerio del Interior ? Espa¤a.",,,,,,2036 Feb 8,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,"Government of Spain, F brica Nacional de Moneda y Timbre (FNMT)",,,,,,2019 Mar 18,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,"Government of Spain, F brica Nacional de Moneda y Timbre (FNMT)",,,,,,2029 Dec 31,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,"Government of Spain, Ministerio de Trabajo e Inmigraci¢n (MTIN)",,,,,,2019 Nov 3,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,Government of Sweden (F”rs„kringskassan ),,,,,,2030 Apr 14,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,"Government of Sweden, Inera AB (SITHS-Secure IT within Health care Service)",,,,,,2015 Nov 27,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,"Government of Sweden, Inera AB (SITHS-Secure IT within Health care Service)",,,,,,2032 Mar 29,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,"Government of Switzerland, Bundesamt fr Informatik und Telekommunikation (BIT)",,,,,,2021 Nov 9,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,"Government of Switzerland, Bundesamt fr Informatik und Telekommunikation (BIT)",,,,,,2016 Jan 25,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,"Government of Switzerland, Bundesamt fr Informatik und Telekommunikation (BIT)",,,,,,2035 Feb 16,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,"Government of Switzerland, Bundesamt fr Informatik und Telekommunikation (BIT)",,,,,,2035 Feb 15,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,"Government of Taiwan, Government Root Certification Authority (GRCA)",,,,,,2032 Dec 5,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,"Government of The Netherlands, PKIoverheid",,,,,,2015 Dec 16,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,"Government of The Netherlands, PKIoverheid",,,,,,2028 Nov 13,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,"Government of The Netherlands, PKIoverheid",,,,,,2020 Mar 25,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,"Government of The Netherlands, PKIoverheid",,,,,,2022 Dec 8,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,"Government of the United States of America, Federal PKI",,,,,,2027 Oct 15,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,"Government of the United States of America, Federal PKI",,,,,,2030 Dec 1,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,"Government of Tunisia, Agence National de",,,,,,2037 Aug 12,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,Certification Electronique / National Digital Certification Agency (ANCE/NDCA),,,,,,#N/A,,,,,,,,,,,,,,,,,,,,
Internet Explorer,"Government of Tunisia, Agence National de Certification Electronique / National Digital Certification Agency (ANCE/NDCA)",,,,,,2037 Aug 12,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,"Government of Turkey, Kamu Sertifikasyon Merkezi (Kamu SM)",,,,,,2017 Aug 21,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,"Government of Uruguay, Agency for E-Government and Information Society (AGESIC)",,,,,,2009 Mar 9,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,"Government of Uruguay, Agency for E-Government and Information Society (AGESIC)",,,,,,2030 Dec 30,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,"Government of Venezuela, Superintendencia de Servicios de Certificaci¢n Electr¢nica (SUSCERTE)",,,,,,2027 Feb 11,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,"Government of Venezuela, Superintendencia de",,,,,,2030 Dec 23,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,Servicios de Certificaci¢n Electr¢nica (SUSCERTE),,,,,,#N/A,,,,,,,,,,,,,,,,,,,,
Internet Explorer,Halcom D.D.,,,,,,2019 Feb 7,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,Halcom D.D.,,,,,,2032 Feb 8,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,Halcom D.D.,,,,,,2020 Jun 5,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,Hellenic Academic and Research Institutions,,,,,,2031 Dec 1,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,"I.CA První certifika?ní autorita, a.s.",,,,,,2019 Aug 31,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,"I.CA První certifika?ní autorita, a.s.",,,,,,2018 Mar 31,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,"I.CA První certifika?ní autorita, a.s.",,,,,,2019 Aug 31,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,"I.CA První certifika?ní autorita, a.s.",,,,,,2018 Mar 31,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,IdenTrust,,,,,,2018 Dec 10,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,IdenTrust,,,,,,2018 Dec 9,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,IdenTrust,,,,,,2018 Dec 8,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,IdenTrust,,,,,,2018 Dec 9,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,IdenTrust,,,,,,2009 Jul 11,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,IdenTrust,,,,,,2009 Jul 9,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,IdenTrust,,,,,,2017 Nov 20,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,IdenTrust,,,,,,2009 Jul 3,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,IdenTrust,,,,,,2008 Nov 28,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,IdenTrust,,,,,,2008 Dec 8,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,IdenTrust,,,,,,2008 Nov 27,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,IdenTrust,,,,,,2021 Sep 30,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,IdenTrust,,,,,,2008 Dec 6,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,IdenTrust,,,,,,2034 Jan 16,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,IdenTrust,,,,,,2034 Jan 16,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,Image-X Enterprises Inc,,,,,,2030 Jun 20,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,Infonotary Plc,,,,,,2026 Mar 6,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,Internet Publishing Services s.l. (ipsCA),,,,,,2009 Dec 29,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,Internet Publishing Services s.l. (ipsCA),,,,,,2029 Dec 25,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,Internet Publishing Services s.l. (ipsCA),,,,,,2029 Dec 25,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,"Japan Certification Services, Inc. (JCSI)",,,,,,2020 Sep 15,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,"Japan Certification Services, Inc. (JCSI)",,,,,,2020 Sep 15,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,"Japan Certification Services, Inc. (JCSI)",,,,,,2020 Sep 15,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,"Japan Certification Services, Inc. (JCSI)",,,,,,2029 Apr 7,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,JIPDEC,,,,,,2029 Dec 30,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,KEYNECTIS,,,,,,2019 Jul 6,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,KEYNECTIS,,,,,,2019 Jul 6,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,KEYNECTIS,,,,,,2019 Jul 6,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,KEYNECTIS,,,,,,2020 May 25,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,KEYNECTIS,,,,,,2019 Jul 6,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,Krajowa Izba Rozliczeniowa S.A (KIR S.A.),,,,,,2031 Dec 6,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,LAWtrust,,,,,,2032 May 16,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,LuxTrust S.A.,,,,,,2021 Mar 17,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,Microsec e-Szign¢ CA,,,,,,2029 Dec 30,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,Microsec e-Szign¢ CA,,,,,,2017 Apr 6,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,Microsoft Corporation,,,,,,1999 Dec 30,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,Microsoft Corporation,,,,,,2020 Dec 30,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,Microsoft Corporation,,,,,,1999 Dec 31,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,Microsoft Corporation,,,,,,2036 Mar 22,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,Microsoft Corporation,,,,,,2035 Jun 23,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,Microsoft Corporation,,,,,,2021 May 9,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,Natixis,,,,,,2019 Jan 30,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,NetLock Ltd.,,,,,,2019 Feb 20,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,NetLock Ltd.,,,,,,2019 Feb 20,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,NetLock Ltd.,,,,,,2019 Feb 19,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,NetLock Ltd.,,,,,,2028 Dec 6,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,NetLock Ltd.,,,,,,2022 Dec 14,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,NetLock Ltd.,,,,,,2028 Dec 6,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,Netrust Pte Ltd,,,,,,2021 Mar 29,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,Network Solutions,,,,,,2030 Dec 31,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,Nova Ljubljanska Banka d.d. (NLB),,,,,,2023 May 15,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,"Open Access Technology International (OATI, USA)",,,,,,2038 Jun 3,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,Personal I.D ltd,,,,,,2041 Sep 1,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,Post.Trust,,,,,,2010 Aug 20,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,Post.Trust,,,,,,2022 Jul 5,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,QuoVadis,,,,,,2021 Mar 17,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,QuoVadis,,,,,,2031 Nov 24,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,QuoVadis,,,,,,2042 Jan 12,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,QuoVadis,,,,,,2042 Jan 12,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,QuoVadis,,,,,,2042 Jan 12,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,QuoVadis,,,,,,2031 Nov 24,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,Red Abogac¡a,,,,,,2030 Jun 13,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,"Republic of Uruguay (National Agency e- Government and Information Society, AGESIC)",,,,,,2031 Oct 29,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,RSA Security,,,,,,2019 Jun 25,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,RSA Security,,,,,,2026 Feb 22,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,SECOM Trust Systems Co. Ltd.,,,,,,2019 Jun 25,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,SECOM Trust Systems Co. Ltd.,,,,,,2023 Sep 29,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,SECOM Trust Systems Co. Ltd.,,,,,,2037 Jun 5,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,SECOM Trust Systems Co. Ltd.,,,,,,2029 May 28,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,Serasa,,,,,,2024 Nov 21,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,Serasa,,,,,,2024 Nov 21,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,Serasa,,,,,,2024 Nov 21,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,SG Trust Services,,,,,,2030 Sep 5,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,Shanghai Electronic Certification Authority Co. Ltd. (SHECA),,,,,,2029 Dec 30,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,Shanghai Electronic Certification Authority Co. Ltd. (SHECA),,,,,,2037 Dec 30,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,Skaitmeninio sertifikavimo centras (SSC),,,,,,2033 Jun 4,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,Skaitmeninio sertifikavimo centras (SSC),,,,,,2026 Dec 22,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,Skaitmeninio sertifikavimo centras (SSC),,,,,,2026 Dec 28,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,Skaitmeninio sertifikavimo centras (SSC),,,,,,2026 Dec 25,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,South Africa Post Office Trust Centre,,,,,,2030 Sep 13,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,South Africa Post Office Trust Centre,,,,,,2030 Sep 13,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,South Africa Post Office Trust Centre,,,,,,2030 Sep 13,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,Start Commercial (StartCom) Ltd.,,,,,,2039 Dec 31,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,Start Commercial (StartCom) Ltd.,,,,,,2036 Sep 17,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,S-TRUST,,,,,,2030 Jun 21,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,Swisscom Solutions AG,,,,,,2031 Jun 25,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,Swisscom Solutions AG,,,,,,2031 Jun 25,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,Swisscom Solutions AG,,,,,,2025 Aug 18,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,SwissSign AG,,,,,,2037 Aug 4,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,SwissSign AG,,,,,,2036 Oct 25,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,SwissSign AG,,,,,,2037 Aug 4,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,SwissSign AG,,,,,,2037 Aug 4,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,SwissSign AG,,,,,,2036 Oct 25,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,SwissSign AG,,,,,,2036 Oct 25,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,Symantec,,,,,,2038 Jan 18,,ECC,,,,,,,,,,,,,,,,,,
Internet Explorer,Symantec,,,,,,2037 Dec 1,,ECC,,,,,,,,,,,,,,,,,,
Internet Explorer,Symantec,,,,,,2038 Jan 18,,ECC,,,,,,,,,,,,,,,,,,
Internet Explorer,Symantec,,,,,,2038 Jan 18,,ECC,,,,,,,,,,,,,,,,,,
Internet Explorer,Symantec,,,,,,2038 Jan 18,,ECC,,,,,,,,,,,,,,,,,,
Internet Explorer,Symantec,,,,,,2038 Jan 18,,ECC,,,,,,,,,,,,,,,,,,
Internet Explorer,Symantec,,,,,,2010 Jan 7,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,Symantec,,,,,,2018 May 18,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,Symantec,,,,,,2028 Aug 1,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,Symantec,,,,,,2018 May 18,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,Symantec,,,,,,2028 Aug 1,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,Symantec,,,,,,2011 Jan 1,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,Symantec,,,,,,2004 Jan 7,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,Symantec,,,,,,2028 Aug 1,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,Symantec,,,,,,2011 Jan 1,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,Symantec,,,,,,2020 Jun 20,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,Symantec,,,,,,2018 May 18,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,Symantec,,,,,,2028 Aug 1,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,Symantec,,,,,,2020 Dec 31,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,Symantec,,,,,,2011 Jan 1,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,Symantec,,,,,,2018 Aug 22,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,Symantec,,,,,,1999 Dec 31,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,Symantec,,,,,,2004 Jan 7,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,Symantec,,,,,,1999 Dec 31,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,Symantec,,,,,,2004 Jan 7,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,Symantec,,,,,,2004 Jan 7,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,Symantec,,,,,,2028 Aug 1,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,Symantec,,,,,,2028 Aug 2,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,Symantec,,,,,,2020 Dec 31,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,Symantec,,,,,,2018 May 18,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,Symantec,,,,,,2028 Aug 1,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,Symantec,,,,,,2020 Jun 20,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,Symantec,,,,,,2020 Dec 31,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,Symantec,,,,,,2021 Jan 1,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,Symantec,,,,,,2004 Jan 7,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,Symantec,,,,,,2020 Dec 31,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,Symantec,,,,,,2021 Jan 1,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,Symantec,,,,,,2020 Dec 31,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,Symantec,,,,,,2020 Dec 31,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,Symantec,,,,,,2011 Jan 1,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,Symantec,,,,,,2019 Jun 23,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,Symantec,,,,,,2020 Jan 7,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,Symantec,,,,,,2028 Aug 1,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,Symantec,,,,,,2028 Aug 2,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,Symantec,,,,,,2012 May 23,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,Symantec,,,,,,2025 Dec 31,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,Symantec,,,,,,2025 Dec 31,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,Symantec,,,,,,2036 Jul 16,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,Symantec,,,,,,2036 Jul 16,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,Symantec,,,,,,2036 Jul 16,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,Symantec,,,,,,2036 Jul 16,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,Symantec,,,,,,2037 Dec 1,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,Symantec,,,,,,2019 Jul 9,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,Symantec,,,,,,2025 Dec 31,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,Symantec,,,,,,2025 Dec 31,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,Symantec,,,,,,2012 May 23,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,Symantec,,,,,,2014 May 23,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,Symantec,,,,,,2036 Jul 16,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,Symantec,,,,,,2029 Dec 31,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,Symantec,,,,,,2037 Dec 1,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,Symantec,,,,,,2037 Dec 1,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,Symantec,,,,,,2036 Jul 16,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,Symantec,,,,,,2037 Dec 1,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,Symantec,,,,,,2022 May 20,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,Symantec,,,,,,2037 Dec 1,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,Symantec,,,,,,2036 Jul 16,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,Symantec,,,,,,2019 Mar 3,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,Symantec,,,,,,2029 Mar 3,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,Symantec,,,,,,2029 Mar 3,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,Symantec,,,,,,2037 Dec 1,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,TAIWAN-CA INC.,,,,,,2030 Dec 31,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,TAIWAN-CA INC.,,,,,,2030 Dec 31,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,TAIWAN-CA INC.,,,,,,2030 Dec 31,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,Telekom Applied Business Malaysia (TMCA),,,,,,2031 Oct 9,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,Telekomunikacja Orange Polska,,,,,,2038 May 6,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,TeliaSonera,,,,,,2021 Apr 6,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,TeliaSonera,,,,,,2021 Apr 6,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,TeliaSonera,,,,,,2032 Oct 18,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,Trend Micro (was AffirmTrust),,,,,,2040 Dec 31,,ECC,,,,,,,,,,,,,,,,,,
Internet Explorer,Trend Micro (was AffirmTrust),,,,,,2030 Dec 31,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,Trend Micro (was AffirmTrust),,,,,,2030 Dec 31,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,Trend Micro (was AffirmTrust),,,,,,2040 Dec 31,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,Trustis Limited,,,,,,2024 Jan 21,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,Trustis Limited,,,,,,2027 Jan 9,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,Trustwave,,,,,,2034 Dec 31,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,Trustwave,,,,,,2029 Dec 31,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,Trustwave,,,,,,2029 Dec 31,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,T-Systems (Deutsche Telekom),,,,,,2033 Oct 1,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,T-Systems (Deutsche Telekom),,,,,,2019 Jul 9,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,T-Systems (Deutsche Telekom),,,,,,2033 Oct 1,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,TurkTrust,,,,,,2023 Dec 16,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,TurkTrust,,,,,,2023 Apr 28,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,TurkTrust,,,,,,2015 Sep 16,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,TurkTrust,,,,,,2017 Dec 22,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,TurkTrust,,,,,,2015 Mar 22,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,TurkTrust,,,,,,2015 Mar 22,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,TurkTrust,,,,,,2015 Sep 16,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,Unizeto CERTUM,,,,,,2027 Jun 11,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,Unizeto CERTUM,,,,,,2029 Dec 31,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,Unizeto CERTUM,,,,,,2046 Oct 6,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,Verizon Business,,,,,,2018 Aug 13,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,Verizon Business,,,,,,2006 Feb 23,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,Verizon Business,,,,,,2004 Apr 3,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,Verizon Business,,,,,,2034 Jul 30,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,Verizon Business,,,,,,2025 May 12,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,Verizon Business,,,,,,2009 Oct 16,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,Verizon Business,,,,,,2021 Dec 15,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,Visa,,,,,,2022 Jun 23,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,Visa,,,,,,2025 Jun 29,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,Wells Fargo Bank N.A.,,,,,,2030 Dec 26,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,Wells Fargo Bank N.A.,,,,,,2022 Dec 13,,RSA,,,,,,,,,,,,,,,,,,
Internet Explorer,WISeKey,,,,,,2037 Dec 11,,RSA,,,,,,,,,,,,,,,,,,
